#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_db3997607640_A1_KAPITEL_6_Audio_134_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Kuck Biltz&#44; an der Stad.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Look Blitz&#44; in der Stad.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_6bbb292e1c05_A1_KAPITEL_6_Audio_148_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Bonjour&#44; Doktor. Wéi heescht Dir?<br>- Mäi Numm ass Wies. Wat hutt Dir dann?<br>- Bonjour&#44; ech sinn an dat Graf gefall.<br>- Wat hutt Dir dann?<br>- Ech hu vill Wee an meng Fra huet mech dofir direkt an d&#x27;Urgence bruecht.<br>- Wou hutt Dir da Wee?<br>- Ech hu virun allem deem an Tann Wee.<br>- Da loosst mech mol kucken. Hutt Dir nach eppes Wee?<br>- Jo&#44; mäi Kni déet och bësse Wee an ech hunn de Kapp Wee.<br>- Dat ass duerch de Schock.<br>- Mir maachen lo pretests da an da kucke mer.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello&#44; Doctor. What is your name?<br>- My name is Wies. What about yours then?<br>- Hello&#44; I am in and the Count fell.<br>- What about you then?<br>- I have many ways and my wife brought me straight to the emergency.<br>- Where did you go from there?<br>- I mainly have that way in the woods.<br>- Then let me take a look. Do you have any other way?<br>- Yes&#44; my knee hurts a bit and I have a headache.<br>- That&#x27;s due to the shock.<br>- We&#x27;ll do pretests now and then we&#x27;ll check.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Bonjour&#44; Doktor. Wéi heescht Dir?<br>- Mäi Numm ass Wies. Wat hutt Dir dann?<br>- Bonjour&#44; ech sinn an dat Graf gefall.<br>- Wat hutt Dir dann?<br>- Ech hu vill Wee an meng Fra huet mech dofir direkt an d&#x27;Urgence bruecht.<br>- Wou hutt Dir da Wee?<br>- Ech hu virun allem deem an Tann Wee.<br>- Da loosst mech mol kucken. Hutt Dir nach eppes Wee?<br>- Jo&#44; mäi Kni déet och bësse Wee an ech hunn de Kapp Wee.<br>- Dat ass duerch de Schock.<br>- Mir maachen lo pretests da an da kucke mer.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_6bbb292e1c05_A1_KAPITEL_6_Audio_148_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello&#44; Doctor. What is your name?<br>- My name is Wies. What about yours then?<br>- Hello&#44; I am in and the Count fell.<br>- What about you then?<br>- I have many ways and my wife brought me straight to the emergency.<br>- Where did you go from there?<br>- I mainly have that way in the woods.<br>- Then let me take a look. Do you have any other way?<br>- Yes&#44; my knee hurts a bit and I have a headache.<br>- That&#x27;s due to the shock.<br>- We&#x27;ll do pretests now and then we&#x27;ll check.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8e8f11d0195b_A1_KAPITEL_6_Audio_149_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mat wiem schwätzt den Dokter?<br>- Lauschtert a schreift déi richteg Zuel bei dat richtegt Bild.<br>- Wéi oft hutt Dir dann de Kapp wéi?<br>- Ass dat eemol de Mount oder éischter eemol d&#x27;Woch oder nach méi oft?</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- With whom does the doctor speak?<br>- Listen and write the correct number next to the correct picture.<br>- How often do you have a headache then?<br>- Is that once a month or rather once a week or even more often?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mat wiem schwätzt den Dokter?<br>- Lauschtert a schreift déi richteg Zuel bei dat richtegt Bild.<br>- Wéi oft hutt Dir dann de Kapp wéi?<br>- Ass dat eemol de Mount oder éischter eemol d&#x27;Woch oder nach méi oft?</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8e8f11d0195b_A1_KAPITEL_6_Audio_149_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- With whom does the doctor speak?<br>- Listen and write the correct number next to the correct picture.<br>- How often do you have a headache then?<br>- Is that once a month or rather once a week or even more often?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a2867457589c_A1_KAPITEL_6_Audio_150_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech verschreiwe mir jee spréi&#44; fir et nëmmen ze maachen.<br>- Dir hëlt en dräimol den Dag&#44; moies&#44; mëttes an owes virum Schlofe goen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I describe to myself just three languages to do it only.<br>- You take a threefold day&#44; morning&#44; noon&#44; and evening before going to sleep.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech verschreiwe mir jee spréi&#44; fir et nëmmen ze maachen.<br>- Dir hëlt en dräimol den Dag&#44; moies&#44; mëttes an owes virum Schlofe goen.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a2867457589c_A1_KAPITEL_6_Audio_150_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I describe to myself just three languages to do it only.<br>- You take a threefold day&#44; morning&#44; noon&#44; and evening before going to sleep.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5ff5a1b79fcd_A1_KAPITEL_6_Audio_151_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Dräi.<br>- Da loosse mer mol kucken.<br>- Jo&#44; Dir hutt 39 Grad.<br>- Dat ass bestëmmt den Ufank vun enger Gripp.<br>- Am Moment ass eng Epidemie zu Lëtzebuerg.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Three.<br>- Then we’ll take a look.<br>- Yes&#44; you have 39 degrees.<br>- That is definitely the start of a flu.<br>- At the moment there is an epidemic in Luxembourg.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Dräi.<br>- Da loosse mer mol kucken.<br>- Jo&#44; Dir hutt 39 Grad.<br>- Dat ass bestëmmt den Ufank vun enger Gripp.<br>- Am Moment ass eng Epidemie zu Lëtzebuerg.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5ff5a1b79fcd_A1_KAPITEL_6_Audio_151_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Three.<br>- Then we’ll take a look.<br>- Yes&#44; you have 39 degrees.<br>- That is definitely the start of a flu.<br>- At the moment there is an epidemic in Luxembourg.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5ee54779ced8_A1_KAPITEL_6_Audio_152_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Feyaar!<br>- Hei ass e Sirup fir den Houscht ze berouegen.<br>- Drénkt vill Téi&#44; virun allem Zalbertee.<br>- Dat ass gutt fir Ären Hals.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Feyaar!<br>- Here is a syrup to soothe your cough.<br>- Drink a lot of tea&#44; especially Zalber tea.<br>- That is good for your throat.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Feyaar!<br>- Hei ass e Sirup fir den Houscht ze berouegen.<br>- Drénkt vill Téi&#44; virun allem Zalbertee.<br>- Dat ass gutt fir Ären Hals.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5ee54779ced8_A1_KAPITEL_6_Audio_152_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Feyaar!<br>- Here is a syrup to soothe your cough.<br>- Drink a lot of tea&#44; especially Zalber tea.<br>- That is good for your throat.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_6e9056203254_A1_KAPITEL_6_Audio_153_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Fënnef.<br>- Wéi geet et bei Iech?<br>- Ass et Iech just mueres net gutt?</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Five.<br>- How are you?<br>- Is it just that you don&#x27;t feel well this morning?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Fënnef.<br>- Wéi geet et bei Iech?<br>- Ass et Iech just mueres net gutt?</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_6e9056203254_A1_KAPITEL_6_Audio_153_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Five.<br>- How are you?<br>- Is it just that you don&#x27;t feel well this morning?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5ebe33e8a37b_A1_KAPITEL_6_Audio_154_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtart aliës Gespréisch.<br>- A wat mes du dann elo?<br>- Ech schaffen op enger Bank.<br>- An du&#44; Joël?<br>- Ech si Franséischproff&#44; mee ech schaffe de Moment net.<br>- Ech hunn zwéi kleng Kanner.<br>- Wéi al sinn deng Kanner dann?<br>- De Sam huet lo sechs Méint&#44; an d&#x27;Lea huet zwéi Joer.<br>- Hues du och Kanner?<br>- Nee&#44; mä meng Fra a Wëlt.<br>- A das fir September.<br>- Oh&#44; super!<br>- So&#44; an du&#44; Linn?<br>- Mäi Meedje Nina huet fënnef Joer.<br>- Säi Papp an ech si gescheet&#44; mee ech sinn elo zënter dräi Méint an der Éisträich.<br>- Dat fréet mech fir dech.<br>- Wéi naas et dann?<br>- Kennen der Iech hien?<br>- Nee&#44; du kenns hien net.<br>- Hien heescht Jules&#44; hien huet véierzeg Joer an hien as Architekt.<br>- Hie kënnert a Frankräich&#44; mee wunnt scho zéng Joer hei zu Lëtzebuerg.<br>- Mir ginn allenzwéi gär schwammen&#44; an mir hunn a Zorrem der Schwammkanner geléiert.<br>- So&#44; wo as d&#x27;Sabrina?<br>- Kënnt dat de Nowend nit?<br>- Sabrina kann leider nit kommen.<br>- Hat huet Gripp.<br>- Oh&#44; dat as awer schuett.<br>- Ass dat nach immer sou flott?<br>- Jo&#44; naturlesch.<br>- Mir ma da keng Illusioneschak.<br>- Hat as zënter véier Joer glécklos bestuet.<br>- Serië?<br>- So&#44; an de Patrick?<br>- Wo as hien dann?<br>- Ech weess et net.<br>- Ech och net.<br>- Ech hu Kontakt mam Patrick.<br>- Hie wunnt am Ausland a kann nit kommen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Listen to all conversations.<br>- And what will you do then?<br>- I am working at a bank.<br>- And you&#44; Joël?<br>- I am French-speaking&#44; but I am not working at the moment.<br>- I have two small children.<br>- How old are your children then?<br>- Sam is six months old&#44; and Lea is two years old.<br>- Do you also have children?<br>- No&#44; but my wife and I are.<br>- And that for September.<br>- Oh&#44; great!<br>- So&#44; and you&#44; Linn?<br>- My daughter Nina is five years old.<br>- Her father and I are separated&#44; but I have been in Austria for three months now.<br>- That begs the question for you.<br>- How about that?<br>- Do you know him?<br>- No&#44; you don’t know him.<br>- His name is Jules&#44; he is forty years old and he is an architect.<br>- He can be in France&#44; but has lived here in Luxembourg for ten years.<br>- We all like to swim&#44; and we learned swimming in the swimming pool.<br>- So&#44; where is Sabrina?<br>- Can you do that now?<br>- Sabrina unfortunately can&#x27;t come.<br>- He has flu.<br>- Oh&#44; that is a shame.<br>- Is that still so nice?<br>- Yes&#44; of course.<br>- Then I have no illusions.<br>- He has been unhappy since four years of marriage.<br>- Series?<br>- So&#44; and Patrick?<br>- Where is he then?<br>- I don’t know.<br>- Neither do I.<br>- I am in contact with Patrick.<br>- He lives abroad and cannot come.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtart aliës Gespréisch.<br>- A wat mes du dann elo?<br>- Ech schaffen op enger Bank.<br>- An du&#44; Joël?<br>- Ech si Franséischproff&#44; mee ech schaffe de Moment net.<br>- Ech hunn zwéi kleng Kanner.<br>- Wéi al sinn deng Kanner dann?<br>- De Sam huet lo sechs Méint&#44; an d&#x27;Lea huet zwéi Joer.<br>- Hues du och Kanner?<br>- Nee&#44; mä meng Fra a Wëlt.<br>- A das fir September.<br>- Oh&#44; super!<br>- So&#44; an du&#44; Linn?<br>- Mäi Meedje Nina huet fënnef Joer.<br>- Säi Papp an ech si gescheet&#44; mee ech sinn elo zënter dräi Méint an der Éisträich.<br>- Dat fréet mech fir dech.<br>- Wéi naas et dann?<br>- Kennen der Iech hien?<br>- Nee&#44; du kenns hien net.<br>- Hien heescht Jules&#44; hien huet véierzeg Joer an hien as Architekt.<br>- Hie kënnert a Frankräich&#44; mee wunnt scho zéng Joer hei zu Lëtzebuerg.<br>- Mir ginn allenzwéi gär schwammen&#44; an mir hunn a Zorrem der Schwammkanner geléiert.<br>- So&#44; wo as d&#x27;Sabrina?<br>- Kënnt dat de Nowend nit?<br>- Sabrina kann leider nit kommen.<br>- Hat huet Gripp.<br>- Oh&#44; dat as awer schuett.<br>- Ass dat nach immer sou flott?<br>- Jo&#44; naturlesch.<br>- Mir ma da keng Illusioneschak.<br>- Hat as zënter véier Joer glécklos bestuet.<br>- Serië?<br>- So&#44; an de Patrick?<br>- Wo as hien dann?<br>- Ech weess et net.<br>- Ech och net.<br>- Ech hu Kontakt mam Patrick.<br>- Hie wunnt am Ausland a kann nit kommen.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5ebe33e8a37b_A1_KAPITEL_6_Audio_154_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Listen to all conversations.<br>- And what will you do then?<br>- I am working at a bank.<br>- And you&#44; Joël?<br>- I am French-speaking&#44; but I am not working at the moment.<br>- I have two small children.<br>- How old are your children then?<br>- Sam is six months old&#44; and Lea is two years old.<br>- Do you also have children?<br>- No&#44; but my wife and I are.<br>- And that for September.<br>- Oh&#44; great!<br>- So&#44; and you&#44; Linn?<br>- My daughter Nina is five years old.<br>- Her father and I are separated&#44; but I have been in Austria for three months now.<br>- That begs the question for you.<br>- How about that?<br>- Do you know him?<br>- No&#44; you don’t know him.<br>- His name is Jules&#44; he is forty years old and he is an architect.<br>- He can be in France&#44; but has lived here in Luxembourg for ten years.<br>- We all like to swim&#44; and we learned swimming in the swimming pool.<br>- So&#44; where is Sabrina?<br>- Can you do that now?<br>- Sabrina unfortunately can&#x27;t come.<br>- He has flu.<br>- Oh&#44; that is a shame.<br>- Is that still so nice?<br>- Yes&#44; of course.<br>- Then I have no illusions.<br>- He has been unhappy since four years of marriage.<br>- Series?<br>- So&#44; and Patrick?<br>- Where is he then?<br>- I don’t know.<br>- Neither do I.<br>- I am in contact with Patrick.<br>- He lives abroad and cannot come.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_7ac08fe23612_A1_KAPITEL_6_Audio_155_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Kuck Fotoen a lies Informatiounen.<br>- Lauschtert en Interview a fëllt Informatioune fir de Juegd.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Look at photos and read information.<br>- Listen to an interview and fill in information for the hunt.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Kuck Fotoen a lies Informatiounen.<br>- Lauschtert en Interview a fëllt Informatioune fir de Juegd.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_7ac08fe23612_A1_KAPITEL_6_Audio_155_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Look at photos and read information.<br>- Listen to an interview and fill in information for the hunt.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_b8d216cbf7cc_A1_KAPITEL_6_Audio_155_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mir präsentieren hier schauht der Serge Tonnar op Kante Lützbüa Musika.<br>- Serge&#44; du bass ganz aktiv an der Lützbüa Musikszene.<br>- Kannst du also ein bisschen etwas über deine musikalische Karriere erzählen?<br>- Ja&#44; ich habe Musik als Hobby immer gemacht&#44; schon als Jungen&#44; als Schüler&#44; wie ich noch an der Schule war&#44; mit Gruppen&#44; die dann an der Schule gespielt wurden.<br>- Und das Hobby ist immer mehr wichtig geworden&#44; ich habe immer mehr Zeit gehalten&#44; ich habe immer mehr Musik gemacht&#44; auch während meiner Studien&#44; auch während meiner Berufsanführung.<br>- Ich habe kurz am Radio geschafft&#44; wo ich Emissionen produziert habe&#44; dann noch Sendungen live gemacht.<br>- Und irgendwann war ein Punkt in meinem Leben&#44; wo ich zu viele Sachen beieinander hatte&#44; feste Beruf&#44; eine Familie&#44; meine Musik&#44; ich habe noch angefangen Theater zu machen.<br>- Und dann habe ich die Idee&#44; dass ich das gegen den Beruf machen würde.<br>- Da hatte ich das 1998 freischaffende Künstler&#44; wo ich dann hauptsächlich Musik machen&#44; also meine eigene Musik&#44; meine eigene Lieder&#44; die ich selber schreibe&#44; und aber auch Sachen&#44; die ich an den Auftrag kriege&#44; für den Theater&#44; Musik für den Theater komponieren oder auch für den Film.<br>- Du warst aber nicht nur Musiker?<br>- Ja&#44; ich bin durch Musik&#44; ich bin schon an anderen Bereichen von der Kunst herangekommen&#44; hauptsächlich den Theater&#44; wo ich angefangen habe&#44; Musiken für den Theater zu komponieren.<br>- Dann auch angefangen habe&#44; als Schauspieler eine Zeit zu arbeiten&#44; und auch Theaterstücke geschrieben und europäische&#44; die ich dann selber geschrieben und inszeniert habe.<br>- Und nur danach war ich dann auch noch für den Film Musiker&#44; auch da habe ich wohl ein paar kleine Rollen gespielt&#44; aber auch keine ganz großen Rollen.<br>- Und ich bin auch am Gange&#44; einen Film zu schreiben.<br>- Und wann möchtest du&#44; Serge Donner&#44; privat in seiner Freizeit?<br>- Künstler&#44; die Leute&#44; die überhaupt keine Freizeit haben&#44; weil Künstler arbeiten immer&#44; sogar wenn ein Bistro arbeitet&#44; wollen dann Impressionen sammeln&#44; dann Ideen sammeln und so weiter.<br>- Nein&#44; in meiner Freizeit bin ich gerne mit meiner Familie zusammen.<br>- Ich mache regelmäßig Sport&#44; seit meiner 40. Lebensjahre&#44; weil das Rock&#x27;n&#x27;Roll-Leben in meiner Zeit&#44; wo ich noch was Gesang leben konnte.<br>- Weil ich auch gerne mal im Böller an der Büsch oder ich mache ein bisschen Fitness oder ich gehe Skifahren&#44; so Geschichten.<br>- Und ich lese immens viel&#44; ich kache gerne&#44; weil das sind ein bisschen so meine Hobbys.<br>- Merci&#44; Serge.<br>- Merci auch.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- We present here the show where Serge Tonnar performs on stage with Lützbüa Musika.<br>- Serge&#44; you are quite active in the Lützbüa music scene.<br>- So can you tell a little about your musical career?<br>- Yes&#44; I have always made music as a hobby&#44; since I was a boy&#44; as a student&#44; when I was still in school&#44; with groups that then played at the school.<br>- And the hobby has become increasingly important&#44; I have kept more time&#44; I have made more music&#44; even during my studies&#44; even during my career development.<br>- I managed a short time at the radio&#44; where I produced broadcasts&#44; then did live programs.<br>- And at some point in my life there was a point where I had too many things going on at once&#44; a steady job&#44; a family&#44; my music&#44; I also started to do theater.<br>- And then I had the idea to do that against the job.<br>- Then I had 1998 as a freelancer&#44; where I mainly made music&#44; so my own music&#44; my own songs that I wrote&#44; but also things I got commissions for&#44; for theater&#44; composing music for theater or also for film.<br>- You were not only a musician&#44; were you?<br>- Yes&#44; through music I have come into other areas of art&#44; mainly theater&#44; where I began to compose music for the theater.<br>- Then I also began working as an actor for a while&#44; and also wrote plays and European works that I then wrote and directed myself.<br>- And only after that I was also a musician for film&#44; I probably also played a few small roles&#44; but not very big roles.<br>- And I am also in the process of writing a film.<br>- And when would you like&#44; Serge Donner&#44; privately in his spare time?<br>- Artists&#44; people who have absolutely no free time at all&#44; because artists always work&#44; even when a bistro is open&#44; want to collect impressions&#44; collect ideas&#44; and so on.<br>- No&#44; in my free time I am happy to be with my family.<br>- I regularly exercise since my 40s&#44; because the Rock&#x27;n&#x27;Roll life in my time&#44; when I could still sing a bit.<br>- Because I also like to go out to the fireworks or I do a bit of fitness or I go skiing&#44; that kind of thing.<br>- And I read a lot&#44; I also like to cook&#44; because those are a bit like my hobbies.<br>- Thank you&#44; Serge.<br>- Thanks as well.</div></div>
